#node	identifier	category	term ID	term description
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0001676	Long-chain fatty acid metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006082	Organic acid metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006139	Nucleobase-containing compound metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006163	Purine nucleotide metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006629	Lipid metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006631	Fatty acid metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006633	Fatty acid biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006637	acyl-CoA metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006725	Cellular aromatic compound metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006753	Nucleoside phosphate metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006790	Sulfur compound metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006793	Phosphorus metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006796	Phosphate-containing compound metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006807	Nitrogen compound metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006810	Transport
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0006869	Lipid transport
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0007275	Multicellular organism development
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0007399	Nervous system development
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0008152	Metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0008610	Lipid biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0009058	Biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0009117	Nucleotide metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0009150	Purine ribonucleotide metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0009259	Ribonucleotide metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0009889	Regulation of biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0009891	Positive regulation of biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0009893	Positive regulation of metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0009987	Cellular process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0010562	Positive regulation of phosphorus metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0010876	Lipid localization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0015849	Organic acid transport
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0015908	Fatty acid transport
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0015909	Long-chain fatty acid transport
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0016043	Cellular component organization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0016053	Organic acid biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0019216	Regulation of lipid metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0019220	Regulation of phosphate metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0019222	Regulation of metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0019637	Organophosphate metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0019693	Ribose phosphate metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0019752	Carboxylic acid metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0022008	Neurogenesis
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0022607	Cellular component assembly
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0030154	Cell differentiation
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0030182	Neuron differentiation
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0031323	Regulation of cellular metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0031325	Positive regulation of cellular metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0031326	Regulation of cellular biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0031328	Positive regulation of cellular biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0032501	Multicellular organismal process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0032502	Developmental process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0032787	Monocarboxylic acid metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0032879	Regulation of localization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0032880	Regulation of protein localization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0033036	Macromolecule localization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0033865	Nucleoside bisphosphate metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0033875	Ribonucleoside bisphosphate metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0034032	Purine nucleoside bisphosphate metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0034377	Plasma lipoprotein particle assembly
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0034379	Very-low-density lipoprotein particle assembly
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0034641	Cellular nitrogen compound metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0035336	Long-chain fatty-acyl-CoA metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0035337	fatty-acyl-CoA metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0035383	Thioester metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0042996	Regulation of Golgi to plasma membrane protein transport
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0042998	Positive regulation of Golgi to plasma membrane protein transport
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0043436	Oxoacid metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0043603	Cellular amide metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0043933	Protein-containing complex organization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0044085	Cellular component biogenesis
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0044237	Cellular metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0044238	Primary metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0044249	Cellular biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0044255	Cellular lipid metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0044281	Small molecule metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0044283	Small molecule biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0044539	Long-chain fatty acid import into cell
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0045834	Positive regulation of lipid metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0045937	Positive regulation of phosphate metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0046394	Carboxylic acid biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0046483	Heterocycle metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0046889	Positive regulation of lipid biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0046890	Regulation of lipid biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0048518	Positive regulation of biological process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0048522	Positive regulation of cellular process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0048699	Generation of neurons
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0048731	System development
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0048856	Anatomical structure development
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0048869	Cellular developmental process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0050789	Regulation of biological process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0050794	Regulation of cellular process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0051046	Regulation of secretion
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0051047	Positive regulation of secretion
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0051049	Regulation of transport
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0051050	Positive regulation of transport
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0051174	Regulation of phosphorus metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0051179	Localization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0051222	Positive regulation of protein transport
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0051223	Regulation of protein transport
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0051234	Establishment of localization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0055086	Nucleobase-containing small molecule metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0060341	Regulation of cellular localization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0060627	Regulation of vesicle-mediated transport
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0065003	Protein-containing complex assembly
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0065005	Protein-lipid complex assembly
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0065007	Biological regulation
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0070201	Regulation of establishment of protein localization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0071071	Regulation of phospholipid biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0071073	Positive regulation of phospholipid biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0071702	Organic substance transport
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0071704	Organic substance metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0071825	Protein-lipid complex subunit organization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0071827	Plasma lipoprotein particle organization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0071840	Cellular component organization or biogenesis
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0072330	Monocarboxylic acid biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0072521	Purine-containing compound metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0080090	Regulation of primary metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0097006	Regulation of plasma lipoprotein particle levels
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0098657	Import into cell
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0140354	Lipid import into cell
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0150172	Regulation of phosphatidylcholine metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:0150173	Positive regulation of phosphatidylcholine metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1901135	Carbohydrate derivative metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1901360	Organic cyclic compound metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1901564	Organonitrogen compound metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1901568	Fatty acid derivative metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1901576	Organic substance biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1903076	Regulation of protein localization to plasma membrane
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1903078	Positive regulation of protein localization to plasma membrane
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1903725	Regulation of phospholipid metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1903727	Positive regulation of phospholipid metabolic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1903829	Positive regulation of protein localization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1904375	Regulation of protein localization to cell periphery
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1904377	Positive regulation of protein localization to cell periphery
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1904951	Positive regulation of establishment of protein localization
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1905475	Regulation of protein localization to membrane
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:1905477	Positive regulation of protein localization to membrane
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:2001245	Regulation of phosphatidylcholine biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Process	GO:2001247	Positive regulation of phosphatidylcholine biosynthetic process
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0000166	Nucleotide binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0003824	Catalytic activity
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0004467	Long-chain fatty acid-CoA ligase activity
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0005488	Binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0005515	Protein binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0005524	ATP binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0015645	Fatty acid ligase activity
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0016405	CoA-ligase activity
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0016874	Ligase activity
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0016877	Ligase activity, forming carbon-sulfur bonds
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0016878	Acid-thiol ligase activity
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0017076	Purine nucleotide binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0019899	Enzyme binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0019900	Kinase binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0019901	Protein kinase binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0019904	Protein domain specific binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0030554	Adenyl nucleotide binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0031956	Medium-chain fatty acid-CoA ligase activity
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0032553	Ribonucleotide binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0032555	Purine ribonucleotide binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0032559	Adenyl ribonucleotide binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0036094	Small molecule binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0043167	Ion binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0043168	Anion binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0047676	arachidonate-CoA ligase activity
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0097159	Organic cyclic compound binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0097367	Carbohydrate derivative binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:0140657	ATP-dependent activity
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:1901265	Nucleoside phosphate binding
Acsl3	10090.ENSMUSP00000045291	GO Function	GO:1901363	Heterocyclic compound binding
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0005622	Intracellular anatomical structure
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0005737	Cytoplasm
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0005739	Mitochondrion
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0005740	Mitochondrial envelope
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0005741	Mitochondrial outer membrane
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0005777	Peroxisome
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0005778	Peroxisomal membrane
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0005783	Endoplasmic reticulum
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0005789	Endoplasmic reticulum membrane
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0005794	Golgi apparatus
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0005811	Lipid droplet
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0005886	Plasma membrane
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0012505	Endomembrane system
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0016020	Membrane
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0016021	Integral component of membrane
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0019867	Outer membrane
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0031090	Organelle membrane
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0031224	Intrinsic component of membrane
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0031903	Microbody membrane
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0031966	Mitochondrial membrane
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0031967	Organelle envelope
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0031968	Organelle outer membrane
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0031975	Envelope
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0031984	Organelle subcompartment
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0042175	Nuclear outer membrane-endoplasmic reticulum membrane network
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0042579	Microbody
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0043226	Organelle
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0043227	Membrane-bounded organelle
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0043228	Non-membrane-bounded organelle
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0043229	Intracellular organelle
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0043231	Intracellular membrane-bounded organelle
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0048471	Perinuclear region of cytoplasm
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0071944	Cell periphery
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0098588	Bounding membrane of organelle
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0098827	Endoplasmic reticulum subcompartment
Acsl3	10090.ENSMUSP00000045291	GO Component	GO:0110165	Cellular anatomical entity
Acsl3	10090.ENSMUSP00000045291	STRING clusters	CL:22742	Fatty acid catabolic process, and Peroxisome
Acsl3	10090.ENSMUSP00000045291	STRING clusters	CL:22743	Fatty acid beta-oxidation, and Peroxisome
Acsl3	10090.ENSMUSP00000045291	STRING clusters	CL:22744	Mixed, incl. Fatty acid beta-oxidation, and Ketone body metabolism
Acsl3	10090.ENSMUSP00000045291	STRING clusters	CL:22862	Mixed, incl. Long-chain fatty acid-CoA ligase activity, and Carnitine O-palmitoyltransferase N-terminus
Acsl3	10090.ENSMUSP00000045291	STRING clusters	CL:22907	Palmitoyl protein thioesterase, and arachidonate-CoA ligase activity
Acsl3	10090.ENSMUSP00000045291	KEGG	mmu00061	Fatty acid biosynthesis
Acsl3	10090.ENSMUSP00000045291	KEGG	mmu00071	Fatty acid degradation
Acsl3	10090.ENSMUSP00000045291	KEGG	mmu01100	Metabolic pathways
Acsl3	10090.ENSMUSP00000045291	KEGG	mmu01212	Fatty acid metabolism
Acsl3	10090.ENSMUSP00000045291	KEGG	mmu03320	PPAR signaling pathway
Acsl3	10090.ENSMUSP00000045291	KEGG	mmu04146	Peroxisome
Acsl3	10090.ENSMUSP00000045291	KEGG	mmu04216	Ferroptosis
Acsl3	10090.ENSMUSP00000045291	KEGG	mmu04714	Thermogenesis
Acsl3	10090.ENSMUSP00000045291	KEGG	mmu04920	Adipocytokine signaling pathway
Acsl3	10090.ENSMUSP00000045291	Reactome	MMU-1430728	Metabolism
Acsl3	10090.ENSMUSP00000045291	Reactome	MMU-163685	Integration of energy metabolism
Acsl3	10090.ENSMUSP00000045291	Reactome	MMU-400451	Free fatty acids regulate insulin secretion
Acsl3	10090.ENSMUSP00000045291	Reactome	MMU-422356	Regulation of insulin secretion
Acsl3	10090.ENSMUSP00000045291	Reactome	MMU-434313	Intracellular metabolism of fatty acids regulates insulin secretion
Acsl3	10090.ENSMUSP00000045291	Reactome	MMU-556833	Metabolism of lipids
Acsl3	10090.ENSMUSP00000045291	Reactome	MMU-75105	Fatty acyl-CoA biosynthesis
Acsl3	10090.ENSMUSP00000045291	Reactome	MMU-75876	Synthesis of very long-chain fatty acyl-CoAs
Acsl3	10090.ENSMUSP00000045291	Reactome	MMU-8978868	Fatty acid metabolism
Acsl3	10090.ENSMUSP00000045291	WikiPathways	WP1269	Fatty acid beta-oxidation
Acsl3	10090.ENSMUSP00000045291	WikiPathways	WP2316	PPAR signaling pathway
Acsl3	10090.ENSMUSP00000045291	WikiPathways	WP336	Fatty acid biosynthesis
Acsl3	10090.ENSMUSP00000045291	WikiPathways	WP401	Mitochondrial long chain fatty acid beta-oxidation
Acsl3	10090.ENSMUSP00000045291	WikiPathways	WP4346	Cholesterol metabolism with Bloch and Kandutsch-Russell pathways
Acsl3	10090.ENSMUSP00000045291	WikiPathways	WP4350	Omega-3 / omega-6 fatty acid synthesis
Acsl3	10090.ENSMUSP00000045291	WikiPathways	WP4351	Omega-9 fatty acid synthesis
Acsl3	10090.ENSMUSP00000045291	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
Acsl3	10090.ENSMUSP00000045291	TISSUES	BTO:0000042	Animal
Acsl3	10090.ENSMUSP00000045291	TISSUES	BTO:0000142	Brain
Acsl3	10090.ENSMUSP00000045291	TISSUES	BTO:0000227	Central nervous system
Acsl3	10090.ENSMUSP00000045291	TISSUES	BTO:0000282	Head
Acsl3	10090.ENSMUSP00000045291	TISSUES	BTO:0001484	Nervous system
Acsl3	10090.ENSMUSP00000045291	TISSUES	BTO:0001489	Whole body
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0005622	Intracellular
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0005737	Cytoplasm
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0005777	Peroxisome
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0005783	Endoplasmic reticulum
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0005794	Golgi apparatus
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0005811	Lipid droplet
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0012505	Endomembrane system
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0042579	Microbody
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0043226	Organelle
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0043228	Non-membrane-bounded organelle
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0043229	Intracellular organelle
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0043232	Intracellular non-membrane-bounded organelle
Acsl3	10090.ENSMUSP00000045291	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0000217	Abnormal leukocyte cell number
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0000218	Increased leukocyte cell number
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0000685	Abnormal immune system morphology
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0000716	Abnormal immune system cell morphology
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0000717	Abnormal lymphocyte cell number
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0001256	Abnormal body length
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0001258	Decreased body length
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0001265	Decreased body size
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0001790	Abnormal immune system physiology
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0001800	Abnormal humoral immune response
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0002089	Abnormal postnatal growth/weight/body size
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0002396	Abnormal hematopoietic system morphology/development
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0002432	Abnormal CD4-positive, alpha beta T cell morphology
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0002435	Abnormal effector T cell morphology
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0002619	Abnormal lymphocyte morphology
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0003956	Abnormal body size
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0003959	Abnormal lean body mass
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0003961	Decreased lean body mass
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0005013	Increased lymphocyte cell number
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0005015	Increased T cell number
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0005378	Growth/size/body region phenotype
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0005387	Immune system phenotype
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0005397	Hematopoietic system phenotype
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0005451	Abnormal body composition
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0006387	Abnormal T cell number
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0008037	Abnormal T cell morphology
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0008073	Abnormal CD4-positive, alpha-beta T cell number
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0008074	Increased CD4-positive, alpha-beta T cell number
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0008246	Abnormal leukocyte morphology
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0008247	Abnormal mononuclear cell morphology
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0011180	Abnormal hematopoietic cell number
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0011181	Increased hematopoietic cell number
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0012762	Abnormal alpha-beta T cell morphology
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0012763	Abnormal alpha-beta T cell number
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0012764	Increased alpha-beta T cell number
Acsl3	10090.ENSMUSP00000045291	Monarch	MP:0013656	Abnormal hematopoietic cell morphology
Acsl3	10090.ENSMUSP00000045291	UniProt Keywords	KW-0067	ATP-binding
Acsl3	10090.ENSMUSP00000045291	UniProt Keywords	KW-0256	Endoplasmic reticulum
Acsl3	10090.ENSMUSP00000045291	UniProt Keywords	KW-0276	Fatty acid metabolism
Acsl3	10090.ENSMUSP00000045291	UniProt Keywords	KW-0436	Ligase
Acsl3	10090.ENSMUSP00000045291	UniProt Keywords	KW-0443	Lipid metabolism
Acsl3	10090.ENSMUSP00000045291	UniProt Keywords	KW-0460	Magnesium
